,car,street,side,entry_pos,entry_time,num_cars_current_street,exit_time,num_cars_next_street,next_road,next_road_light
3739,g5t,uni way,left,223,2020-11-22 15:39:17.964104,357,2020-11-22 15:39:36.291469,358.0,uni way,
3740,c88,uni way,left,224,2020-11-22 15:39:17.996165,358,2020-11-22 15:39:36.291469,,,
3741,cq7,uni way,left,225,2020-11-22 15:39:18.012172,358,2020-11-22 15:39:36.291469,,,
3742,bgr,uni way,left,226,2020-11-22 15:39:18.043350,358,2020-11-22 15:39:36.291469,359.0,uni way,
3743,beu,uni way,left,227,2020-11-22 15:39:18.107317,359,2020-11-22 15:39:36.291469,360.0,uni way,
3744,pkc,uni way,left,228,2020-11-22 15:39:18.139384,360,2020-11-22 15:39:36.291469,361.0,uni way,
3745,meg,tom mb,left,103,2020-11-22 15:39:26.066871,121,2020-11-22 15:39:36.292469,122.0,tom mb,
3746,39r,tom mb,left,104,2020-11-22 15:39:26.128792,122,2020-11-22 15:39:36.292469,,,
3747,hle,tom mb,left,105,2020-11-22 15:39:26.160792,122,2020-11-22 15:39:36.292469,123.0,tom mb,
3748,ctu,tom mb,left,106,2020-11-22 15:39:26.192791,123,2020-11-22 15:39:36.292469,124.0,tom mb,
3749,leb,tom mb,left,101,2020-11-22 15:39:26.224116,124,2020-11-22 15:39:36.292469,,,
3750,qsg,tom mb,left,102,2020-11-22 15:39:26.224116,124,2020-11-22 15:39:36.292469,,,
3751,vgy,ronald,left,49,2020-11-22 15:39:32.458638,19,2020-11-22 15:39:36.292469,,,
3752,q4q,ronald,left,50,2020-11-22 15:39:32.474228,19,2020-11-22 15:39:36.292469,362.0,uni way,
3753,38f,ronald,left,45,2020-11-22 15:39:32.629326,19,2020-11-22 15:39:36.292469,,,
3754,j59,ronald,left,46,2020-11-22 15:39:32.645259,19,2020-11-22 15:39:36.292469,,,
3755,zvd,ronald,left,35,2020-11-22 15:39:33.003450,19,2020-11-22 15:39:36.292469,363.0,uni way,
3756,c83,ronald,left,36,2020-11-22 15:39:33.190174,19,2020-11-22 15:39:36.292469,364.0,uni way,
3757,5xh,uni way,left,229,2020-11-22 15:39:18.171322,359,2020-11-22 15:39:36.499466,,,
3758,3xp,uni way,left,230,2020-11-22 15:39:18.283318,359,2020-11-22 15:39:36.499466,360.0,uni way,
3759,rlc,uni way,left,231,2020-11-22 15:39:18.523391,360,2020-11-22 15:39:36.499466,361.0,uni way,
3760,csh,uni way,left,226,2020-11-22 15:39:18.679770,361,2020-11-22 15:39:36.499466,362.0,uni way,
3761,5wr,uni way,left,227,2020-11-22 15:39:18.679770,362,2020-11-22 15:39:36.499466,363.0,uni way,
3762,l09,uni way,left,228,2020-11-22 15:39:18.679770,363,2020-11-22 15:39:36.499466,,,
3763,t07,tom mb,left,103,2020-11-22 15:39:26.224116,120,2020-11-22 15:39:36.499466,,,
3764,bw0,tom mb,left,104,2020-11-22 15:39:26.224116,120,2020-11-22 15:39:36.499466,121.0,tom mb,
3765,985,tom mb,left,105,2020-11-22 15:39:26.224116,121,2020-11-22 15:39:36.499466,122.0,tom mb,
3766,fmu,tom mb,left,106,2020-11-22 15:39:26.268943,122,2020-11-22 15:39:36.499466,123.0,tom mb,
3767,ytk,tom mb,left,107,2020-11-22 15:39:26.330300,123,2020-11-22 15:39:36.499466,124.0,tom mb,
3768,ht7,tom mb,left,108,2020-11-22 15:39:26.361854,124,2020-11-22 15:39:36.500467,125.0,tom mb,
3769,3g8,ronald,left,31,2020-11-22 15:39:33.285257,13,2020-11-22 15:39:36.500467,,,
3770,gpt,ronald,left,26,2020-11-22 15:39:33.873202,13,2020-11-22 15:39:36.500467,,,
3771,qvq,ronald,left,27,2020-11-22 15:39:33.951254,13,2020-11-22 15:39:36.500467,,,
3772,0se,ronald,left,28,2020-11-22 15:39:34.486284,13,2020-11-22 15:39:36.500467,364.0,uni way,
3773,l02,ronald,left,29,2020-11-22 15:39:34.644045,13,2020-11-22 15:39:36.500467,,,
3774,2xw,ronald,left,30,2020-11-22 15:39:34.644045,13,2020-11-22 15:39:36.500467,365.0,uni way,
3775,t3n,ronald,right,1,2020-11-22 15:39:33.440295,2,2020-11-22 15:39:36.500467,295.0,moi av,
3776,7yh,ronald,right,2,2020-11-22 15:39:33.687910,2,2020-11-22 15:39:36.500467,,,
3777,lph,ronald,right,3,2020-11-22 15:39:33.997863,2,2020-11-22 15:39:36.500467,296.0,moi av,
3778,xu4,ronald,right,4,2020-11-22 15:39:34.784472,2,2020-11-22 15:39:36.500467,297.0,moi av,
3779,4nj,ronald,right,5,2020-11-22 15:39:35.512540,2,2020-11-22 15:39:36.500467,298.0,moi av,
3780,2zw,ronald,right,6,2020-11-22 15:39:35.576467,2,2020-11-22 15:39:36.500467,299.0,moi av,
3781,eju,tom mb,left,109,2020-11-22 15:39:26.440528,120,2020-11-22 15:39:36.707467,,,
3782,yuk,tom mb,left,104,2020-11-22 15:39:26.441472,120,2020-11-22 15:39:36.707467,121.0,tom mb,
3783,th3,tom mb,left,105,2020-11-22 15:39:26.441472,121,2020-11-22 15:39:36.707467,122.0,tom mb,
3784,g78,tom mb,left,106,2020-11-22 15:39:26.441472,122,2020-11-22 15:39:36.707467,123.0,tom mb,
3785,28u,tom mb,left,107,2020-11-22 15:39:26.456468,123,2020-11-22 15:39:36.707467,,,
3786,8jx,tom mb,left,108,2020-11-22 15:39:26.584193,123,2020-11-22 15:39:36.707467,124.0,tom mb,
3787,r4w,ronald,left,31,2020-11-22 15:39:34.644045,7,2020-11-22 15:39:36.707467,,,
3788,3cf,ronald,left,32,2020-11-22 15:39:34.848621,7,2020-11-22 15:39:36.707467,,,
3789,q8m,ronald,left,33,2020-11-22 15:39:34.848621,7,2020-11-22 15:39:36.707467,366.0,uni way,
3790,ava,ronald,left,34,2020-11-22 15:39:34.848621,7,2020-11-22 15:39:36.707467,,,
3791,kbf,ronald,left,35,2020-11-22 15:39:34.848621,7,2020-11-22 15:39:36.707467,,,
3792,x3n,ronald,left,36,2020-11-22 15:39:34.848621,7,2020-11-22 15:39:36.707467,,,
3793,2e3,ronald,right,7,2020-11-22 15:39:35.765470,0,2020-11-22 15:39:36.707467,303.0,moi av,
3794,3rb,ronald,right,8,2020-11-22 15:39:36.195471,0,2020-11-22 15:39:36.708471,304.0,moi av,
3795,fvg,moi av,right,205,2020-11-22 15:39:17.257751,300,2020-11-22 15:39:36.915467,,,
3796,8q9,moi av,right,206,2020-11-22 15:39:17.478437,300,2020-11-22 15:39:36.915467,117.0,tom mb,
3797,3yd,moi av,right,207,2020-11-22 15:39:17.493975,300,2020-11-22 15:39:36.915467,,,
3798,pln,moi av,right,208,2020-11-22 15:39:17.509772,300,2020-11-22 15:39:36.915467,118.0,tom mb,
3799,xt0,moi av,right,209,2020-11-22 15:39:17.556296,300,2020-11-22 15:39:36.915467,119.0,tom mb,
3800,2zl,moi av,right,210,2020-11-22 15:39:17.634246,300,2020-11-22 15:39:36.915467,120.0,tom mb,
3801,0z3,ronald,left,37,2020-11-22 15:39:35.012467,1,2020-11-22 15:39:36.916467,,,
3802,550,ronald,left,38,2020-11-22 15:39:35.053469,1,2020-11-22 15:39:36.916467,,,
3803,08n,ronald,left,39,2020-11-22 15:39:35.084468,1,2020-11-22 15:39:36.916467,369.0,uni way,
3804,xuj,ronald,left,40,2020-11-22 15:39:35.306466,1,2020-11-22 15:39:36.916467,370.0,uni way,
3805,x9r,ronald,left,41,2020-11-22 15:39:35.465467,1,2020-11-22 15:39:36.916467,,,
3806,04t,ronald,left,42,2020-11-22 15:39:35.608466,1,2020-11-22 15:39:36.916467,,,
3807,fwv,moi av,right,211,2020-11-22 15:39:17.649425,296,2020-11-22 15:39:37.122859,,,
3808,cfk,moi av,right,206,2020-11-22 15:39:17.790118,296,2020-11-22 15:39:37.122859,123.0,tom mb,
3809,4lm,moi av,right,201,2020-11-22 15:39:18.059326,296,2020-11-22 15:39:37.122859,124.0,tom mb,
3810,5ax,moi av,right,196,2020-11-22 15:39:18.187318,296,2020-11-22 15:39:37.122859,125.0,tom mb,
3811,8hz,moi av,right,197,2020-11-22 15:39:18.251388,296,2020-11-22 15:39:37.122859,126.0,tom mb,
3812,9lp,moi av,right,192,2020-11-22 15:39:18.331319,296,2020-11-22 15:39:37.122859,,,
3813,ym9,ronald,left,25,2020-11-22 15:39:36.227467,0,2020-11-22 15:39:37.122859,371.0,uni way,
3814,2j3,moi av,right,193,2020-11-22 15:39:18.379318,290,2020-11-22 15:39:37.326184,128.0,tom mb,
3815,qgy,moi av,right,194,2020-11-22 15:39:18.395320,290,2020-11-22 15:39:37.326184,,,
3816,kk9,moi av,right,189,2020-11-22 15:39:18.601121,290,2020-11-22 15:39:37.326184,129.0,tom mb,
3817,fpy,moi av,right,184,2020-11-22 15:39:18.741891,290,2020-11-22 15:39:37.326184,130.0,tom mb,
3818,egt,moi av,right,185,2020-11-22 15:39:18.865323,290,2020-11-22 15:39:37.326184,,,
3819,5wh,moi av,right,180,2020-11-22 15:39:19.019665,290,2020-11-22 15:39:37.326184,131.0,tom mb,
3820,gj5,ronald,right,1,2020-11-22 15:39:37.183507,0,2020-11-22 15:39:37.327188,,,
3821,qb9,moi av,right,181,2020-11-22 15:39:19.300888,285,2020-11-22 15:39:37.532432,,,
3822,zyz,moi av,right,182,2020-11-22 15:39:19.364568,285,2020-11-22 15:39:37.532432,132.0,tom mb,
3823,qrw,moi av,right,183,2020-11-22 15:39:19.380172,285,2020-11-22 15:39:37.532432,133.0,tom mb,
3824,pmx,moi av,right,184,2020-11-22 15:39:19.521795,285,2020-11-22 15:39:37.532432,134.0,tom mb,
3825,z55,moi av,right,185,2020-11-22 15:39:19.725010,285,2020-11-22 15:39:37.532432,135.0,tom mb,
3826,b9b,moi av,right,186,2020-11-22 15:39:19.725010,285,2020-11-22 15:39:37.532432,136.0,tom mb,
3827,vej,ronald,right,1,2020-11-22 15:39:37.516506,0,2020-11-22 15:39:37.533434,286.0,moi av,
3828,xcz,moi av,left,1,2020-11-22 15:39:35.544470,4,2020-11-22 15:39:37.791437,,,
3829,7ua,moi av,left,2,2020-11-22 15:39:36.035468,4,2020-11-22 15:39:37.791437,5.0,ronald,
3830,g3v,moi av,left,3,2020-11-22 15:39:36.099471,4,2020-11-22 15:39:37.791437,6.0,ronald,
3831,0up,moi av,left,4,2020-11-22 15:39:36.387540,4,2020-11-22 15:39:37.791437,,,
3832,j3u,moi av,left,5,2020-11-22 15:39:36.547466,4,2020-11-22 15:39:37.791437,,,
3833,229,moi av,left,6,2020-11-22 15:39:36.611467,4,2020-11-22 15:39:37.791437,7.0,ronald,
3834,rky,moi av,right,187,2020-11-22 15:39:19.725010,281,2020-11-22 15:39:37.791437,139.0,tom mb,
3835,c4p,moi av,right,188,2020-11-22 15:39:19.863470,281,2020-11-22 15:39:37.791437,140.0,tom mb,
3836,h8h,moi av,right,189,2020-11-22 15:39:19.927161,281,2020-11-22 15:39:37.791437,,,
3837,gza,moi av,right,190,2020-11-22 15:39:19.927161,281,2020-11-22 15:39:37.792434,141.0,tom mb,
3838,yuh,moi av,right,191,2020-11-22 15:39:19.928163,281,2020-11-22 15:39:37.792434,,,
3839,4pv,moi av,right,192,2020-11-22 15:39:19.930163,281,2020-11-22 15:39:37.792434,142.0,tom mb,
3840,elg,ronald,right,1,2020-11-22 15:39:37.548438,0,2020-11-22 15:39:37.792434,,,
3841,czs,moi av,left,7,2020-11-22 15:39:36.771469,0,2020-11-22 15:39:37.995437,,,
3842,q5n,moi av,left,8,2020-11-22 15:39:36.931545,0,2020-11-22 15:39:37.995437,,,
3843,xbe,moi av,left,9,2020-11-22 15:39:37.278187,0,2020-11-22 15:39:37.995437,8.0,ronald,
3844,yqf,moi av,left,10,2020-11-22 15:39:37.374255,0,2020-11-22 15:39:37.995437,,,
3845,9v8,moi av,right,193,2020-11-22 15:39:19.930163,275,2020-11-22 15:39:37.995437,143.0,tom mb,
3846,lz7,moi av,right,194,2020-11-22 15:39:19.930163,275,2020-11-22 15:39:37.995437,,,
3847,4mq,moi av,right,195,2020-11-22 15:39:19.987821,275,2020-11-22 15:39:37.995437,144.0,tom mb,
3848,80w,moi av,right,196,2020-11-22 15:39:20.049920,275,2020-11-22 15:39:37.995437,,,
3849,c94,moi av,right,197,2020-11-22 15:39:20.145105,275,2020-11-22 15:39:37.995437,145.0,tom mb,
3850,s5d,moi av,right,198,2020-11-22 15:39:20.145105,275,2020-11-22 15:39:37.995437,,,
3851,nj0,moi av,left,1,2020-11-22 15:39:38.106433,0,2020-11-22 15:39:38.202502,10.0,ronald,
3852,0m8,moi av,right,199,2020-11-22 15:39:20.146032,270,2020-11-22 15:39:38.203433,147.0,tom mb,
3853,nd9,moi av,right,200,2020-11-22 15:39:20.278777,270,2020-11-22 15:39:38.203433,,,
3854,9ta,moi av,right,201,2020-11-22 15:39:20.332839,270,2020-11-22 15:39:38.203433,148.0,tom mb,
3855,bu3,moi av,right,202,2020-11-22 15:39:20.349775,270,2020-11-22 15:39:38.203433,,,
3856,jvw,moi av,right,203,2020-11-22 15:39:20.349775,270,2020-11-22 15:39:38.203433,149.0,tom mb,
3857,l3k,moi av,right,204,2020-11-22 15:39:20.349775,270,2020-11-22 15:39:38.203433,150.0,tom mb,
3858,mp4,tom mb,right,121,2020-11-22 15:39:26.866702,145,2020-11-22 15:39:38.409433,118.0,uni way,
3859,x3w,tom mb,right,122,2020-11-22 15:39:26.866702,145,2020-11-22 15:39:38.410436,119.0,uni way,
3860,xsv,tom mb,right,123,2020-11-22 15:39:26.866702,145,2020-11-22 15:39:38.410436,120.0,uni way,
3861,at0,tom mb,right,118,2020-11-22 15:39:26.897950,145,2020-11-22 15:39:38.410436,121.0,uni way,
3862,a50,tom mb,right,113,2020-11-22 15:39:27.164056,145,2020-11-22 15:39:38.410436,122.0,uni way,
3863,w9h,tom mb,right,114,2020-11-22 15:39:27.273422,145,2020-11-22 15:39:38.410436,123.0,uni way,
3864,mky,uni way,right,97,2020-11-22 15:39:28.480643,117,2020-11-22 15:39:38.614840,272.0,moi av,
3865,mys,uni way,right,98,2020-11-22 15:39:28.496572,117,2020-11-22 15:39:38.614840,,,
3866,quz,uni way,right,93,2020-11-22 15:39:28.573621,117,2020-11-22 15:39:38.614840,,,
3867,hmh,uni way,right,94,2020-11-22 15:39:28.604260,117,2020-11-22 15:39:38.614840,,,
3868,3au,uni way,right,95,2020-11-22 15:39:28.636232,117,2020-11-22 15:39:38.614840,273.0,moi av,
3869,0mc,uni way,right,84,2020-11-22 15:39:29.117838,117,2020-11-22 15:39:38.614840,274.0,moi av,
3870,pe3,moi av,left,1,2020-11-22 15:39:38.550959,0,2020-11-22 15:39:38.614840,,,
3871,skl,tom mb,right,109,2020-11-22 15:39:27.489800,140,2020-11-22 15:39:38.614840,118.0,uni way,
3872,scx,tom mb,right,104,2020-11-22 15:39:27.567631,140,2020-11-22 15:39:38.614840,,,
3873,0qs,tom mb,right,105,2020-11-22 15:39:27.598624,140,2020-11-22 15:39:38.614840,,,
3874,wvd,tom mb,right,106,2020-11-22 15:39:27.644599,140,2020-11-22 15:39:38.614840,,,
3875,evt,tom mb,right,107,2020-11-22 15:39:27.675700,140,2020-11-22 15:39:38.614840,119.0,uni way,
3876,qh3,tom mb,right,102,2020-11-22 15:39:27.722039,140,2020-11-22 15:39:38.614840,,,
3877,9gy,uni way,right,85,2020-11-22 15:39:29.148744,114,2020-11-22 15:39:38.829791,,,
3878,5te,uni way,right,86,2020-11-22 15:39:29.163760,114,2020-11-22 15:39:38.829791,275.0,moi av,
3879,0xb,uni way,right,87,2020-11-22 15:39:29.179746,114,2020-11-22 15:39:38.829791,,,
3880,xkm,uni way,right,82,2020-11-22 15:39:29.210756,114,2020-11-22 15:39:38.829791,,,
3881,70w,uni way,right,83,2020-11-22 15:39:29.242533,114,2020-11-22 15:39:38.829791,276.0,moi av,
3882,ez7,uni way,right,84,2020-11-22 15:39:29.475275,114,2020-11-22 15:39:38.829791,277.0,moi av,
3883,gh8,tom mb,right,103,2020-11-22 15:39:27.986128,135,2020-11-22 15:39:38.829791,,,
3884,wv7,tom mb,right,104,2020-11-22 15:39:28.032986,135,2020-11-22 15:39:38.829791,,,
3885,2n2,tom mb,right,105,2020-11-22 15:39:28.110124,135,2020-11-22 15:39:38.829791,,,
3886,z29,tom mb,right,106,2020-11-22 15:39:28.125335,135,2020-11-22 15:39:38.829791,115.0,uni way,
3887,a0p,tom mb,right,107,2020-11-22 15:39:28.173047,135,2020-11-22 15:39:38.829791,116.0,uni way,
3888,tfz,tom mb,right,108,2020-11-22 15:39:28.449871,135,2020-11-22 15:39:38.829791,,,
3889,xmx,uni way,left,229,2020-11-22 15:39:18.679770,369,2020-11-22 15:39:39.037672,370.0,uni way,
3890,bb2,uni way,left,224,2020-11-22 15:39:18.896458,370,2020-11-22 15:39:39.037672,371.0,uni way,
3891,wwc,uni way,left,225,2020-11-22 15:39:18.911127,371,2020-11-22 15:39:39.037672,,,
3892,f32,uni way,left,226,2020-11-22 15:39:19.051437,371,2020-11-22 15:39:39.037672,372.0,uni way,
3893,nn8,uni way,left,221,2020-11-22 15:39:19.113973,372,2020-11-22 15:39:39.038673,,,
3894,w8w,uni way,left,222,2020-11-22 15:39:19.113973,372,2020-11-22 15:39:39.038673,,,
3895,gw4,uni way,right,85,2020-11-22 15:39:29.554485,110,2020-11-22 15:39:39.038673,279.0,moi av,
3896,9qx,uni way,right,86,2020-11-22 15:39:29.616302,110,2020-11-22 15:39:39.038673,280.0,moi av,
3897,qy5,uni way,right,87,2020-11-22 15:39:29.631646,110,2020-11-22 15:39:39.038673,281.0,moi av,
3898,wav,uni way,right,88,2020-11-22 15:39:29.723921,110,2020-11-22 15:39:39.038673,,,
3899,294,uni way,right,89,2020-11-22 15:39:29.832702,110,2020-11-22 15:39:39.038673,282.0,moi av,
3900,5uk,uni way,right,90,2020-11-22 15:39:29.834722,110,2020-11-22 15:39:39.038673,283.0,moi av,
3901,d2m,tom mb,right,109,2020-11-22 15:39:28.465543,129,2020-11-22 15:39:39.038673,111.0,uni way,
3902,h5b,tom mb,right,110,2020-11-22 15:39:28.558417,129,2020-11-22 15:39:39.038673,,,
3903,qv8,tom mb,right,111,2020-11-22 15:39:28.650734,129,2020-11-22 15:39:39.038673,112.0,uni way,
3904,gbj,tom mb,right,112,2020-11-22 15:39:29.026349,129,2020-11-22 15:39:39.038673,,,
3905,a53,tom mb,right,113,2020-11-22 15:39:29.181467,129,2020-11-22 15:39:39.038673,,,
3906,rw5,tom mb,right,114,2020-11-22 15:39:29.181467,129,2020-11-22 15:39:39.038673,113.0,uni way,
3907,kdp,uni way,left,223,2020-11-22 15:39:19.113973,366,2020-11-22 15:39:39.241666,,,
3908,0ee,uni way,left,224,2020-11-22 15:39:19.145138,366,2020-11-22 15:39:39.241666,,,
3909,n30,uni way,left,225,2020-11-22 15:39:19.222770,366,2020-11-22 15:39:39.241666,,,
3910,twv,uni way,left,226,2020-11-22 15:39:19.254341,366,2020-11-22 15:39:39.241666,,,
3911,7fd,uni way,left,227,2020-11-22 15:39:19.316904,366,2020-11-22 15:39:39.241666,,,
3912,j4g,uni way,left,222,2020-11-22 15:39:19.317905,366,2020-11-22 15:39:39.242665,367.0,uni way,
3913,rqz,uni way,right,91,2020-11-22 15:39:30.051405,108,2020-11-22 15:39:39.242665,284.0,moi av,
3914,j8n,uni way,right,92,2020-11-22 15:39:30.052408,108,2020-11-22 15:39:39.242665,,,
3915,0wy,uni way,right,93,2020-11-22 15:39:30.052408,108,2020-11-22 15:39:39.242665,285.0,moi av,
3916,sv9,uni way,right,94,2020-11-22 15:39:30.205222,108,2020-11-22 15:39:39.242665,,,
3917,ezk,uni way,right,95,2020-11-22 15:39:30.236135,108,2020-11-22 15:39:39.242665,286.0,moi av,
3918,std,uni way,right,96,2020-11-22 15:39:30.273577,108,2020-11-22 15:39:39.242665,,,
3919,c2t,tom mb,right,115,2020-11-22 15:39:29.181467,123,2020-11-22 15:39:39.242665,,,
3920,5tp,tom mb,right,116,2020-11-22 15:39:29.181467,123,2020-11-22 15:39:39.242665,109.0,uni way,
3921,9h0,tom mb,right,117,2020-11-22 15:39:29.366854,123,2020-11-22 15:39:39.243665,,,
3922,y92,tom mb,right,118,2020-11-22 15:39:29.400683,123,2020-11-22 15:39:39.243665,110.0,uni way,
3923,b0a,tom mb,right,119,2020-11-22 15:39:29.400683,123,2020-11-22 15:39:39.243665,,,
3924,l33,tom mb,right,120,2020-11-22 15:39:29.400683,123,2020-11-22 15:39:39.243665,111.0,uni way,
3925,nsr,uni way,left,223,2020-11-22 15:39:19.317905,361,2020-11-22 15:39:39.459465,362.0,uni way,
3926,2mr,uni way,left,224,2020-11-22 15:39:19.442771,362,2020-11-22 15:39:39.459465,,,
3927,5w7,uni way,left,219,2020-11-22 15:39:19.520797,362,2020-11-22 15:39:39.459465,363.0,uni way,
3928,2lu,uni way,left,220,2020-11-22 15:39:19.520797,363,2020-11-22 15:39:39.459465,,,
3929,rzy,uni way,left,221,2020-11-22 15:39:19.520797,363,2020-11-22 15:39:39.459465,364.0,uni way,
3930,yjb,uni way,left,216,2020-11-22 15:39:19.724011,364,2020-11-22 15:39:39.459465,365.0,uni way,
3931,l5q,uni way,right,97,2020-11-22 15:39:30.273577,106,2020-11-22 15:39:39.459465,,,
3932,jbf,uni way,right,98,2020-11-22 15:39:30.273577,106,2020-11-22 15:39:39.459465,,,
3933,thy,uni way,right,99,2020-11-22 15:39:30.273577,106,2020-11-22 15:39:39.459465,,,
3934,j4m,uni way,right,100,2020-11-22 15:39:30.313393,106,2020-11-22 15:39:39.459465,,,
3935,q9l,uni way,right,101,2020-11-22 15:39:30.485940,106,2020-11-22 15:39:39.460465,,,
3936,acw,uni way,right,102,2020-11-22 15:39:30.485940,106,2020-11-22 15:39:39.460465,,,
3937,h8k,moi av,left,1,2020-11-22 15:39:39.365819,0,2020-11-22 15:39:39.460465,17.0,ronald,
3938,x74,tom mb,left,103,2020-11-22 15:39:26.650288,129,2020-11-22 15:39:39.460465,130.0,tom mb,
3939,m4n,tom mb,left,104,2020-11-22 15:39:26.665979,130,2020-11-22 15:39:39.460465,131.0,tom mb,
3940,g8x,tom mb,left,105,2020-11-22 15:39:26.681536,131,2020-11-22 15:39:39.460465,,,
3941,pv4,tom mb,left,106,2020-11-22 15:39:26.697161,131,2020-11-22 15:39:39.460465,,,
3942,2hp,tom mb,left,107,2020-11-22 15:39:26.781888,131,2020-11-22 15:39:39.460465,,,
3943,pss,tom mb,left,108,2020-11-22 15:39:27.085879,131,2020-11-22 15:39:39.460465,,,
3944,x5g,tom mb,right,121,2020-11-22 15:39:29.428115,118,2020-11-22 15:39:39.461466,,,
3945,qwd,tom mb,right,122,2020-11-22 15:39:29.617303,118,2020-11-22 15:39:39.461466,,,
3946,yle,tom mb,right,123,2020-11-22 15:39:29.617303,118,2020-11-22 15:39:39.461466,,,
3947,4g3,tom mb,right,124,2020-11-22 15:39:29.617303,118,2020-11-22 15:39:39.461466,107.0,uni way,
3948,aaz,tom mb,right,125,2020-11-22 15:39:29.617303,118,2020-11-22 15:39:39.461466,,,
3949,ykp,tom mb,right,126,2020-11-22 15:39:29.617303,118,2020-11-22 15:39:39.461466,108.0,uni way,
3950,9nn,ronald,left,1,2020-11-22 15:39:37.245188,11,2020-11-22 15:39:39.461466,366.0,uni way,
3951,ekw,ronald,left,2,2020-11-22 15:39:37.310186,11,2020-11-22 15:39:39.461466,,,
3952,00n,ronald,left,3,2020-11-22 15:39:37.342190,11,2020-11-22 15:39:39.461466,,,
3953,tgl,ronald,left,4,2020-11-22 15:39:37.406267,11,2020-11-22 15:39:39.461466,,,
3954,7ua,ronald,left,5,2020-11-22 15:39:37.791437,11,2020-11-22 15:39:39.461466,367.0,uni way,
3955,g3v,ronald,left,6,2020-11-22 15:39:37.791437,11,2020-11-22 15:39:39.461466,,,
3956,5ar,uni way,left,217,2020-11-22 15:39:19.724011,361,2020-11-22 15:39:39.664798,362.0,uni way,
3957,vcv,uni way,left,218,2020-11-22 15:39:19.724011,362,2020-11-22 15:39:39.664798,363.0,uni way,
3958,eld,uni way,left,219,2020-11-22 15:39:19.725010,363,2020-11-22 15:39:39.664798,364.0,uni way,
3959,qc4,uni way,left,220,2020-11-22 15:39:19.725010,364,2020-11-22 15:39:39.664798,365.0,uni way,
3960,lt9,uni way,left,221,2020-11-22 15:39:19.816374,365,2020-11-22 15:39:39.664798,,,
3961,tfm,uni way,left,222,2020-11-22 15:39:19.879424,365,2020-11-22 15:39:39.664798,366.0,uni way,
3962,5ca,uni way,right,103,2020-11-22 15:39:30.485940,102,2020-11-22 15:39:39.664798,288.0,moi av,
3963,vud,uni way,right,104,2020-11-22 15:39:30.530654,102,2020-11-22 15:39:39.664798,,,
3964,80f,uni way,right,105,2020-11-22 15:39:30.653772,102,2020-11-22 15:39:39.664798,289.0,moi av,
3965,05f,uni way,right,106,2020-11-22 15:39:30.684548,102,2020-11-22 15:39:39.664798,290.0,moi av,
3966,00b,uni way,right,107,2020-11-22 15:39:30.701764,102,2020-11-22 15:39:39.664798,291.0,moi av,
3967,25l,uni way,right,108,2020-11-22 15:39:30.701764,102,2020-11-22 15:39:39.664798,292.0,moi av,
3968,w4t,tom mb,left,109,2020-11-22 15:39:27.304797,129,2020-11-22 15:39:39.665794,130.0,tom mb,
3969,8p0,tom mb,left,110,2020-11-22 15:39:27.336644,130,2020-11-22 15:39:39.665794,131.0,tom mb,
3970,98s,tom mb,left,111,2020-11-22 15:39:27.691797,131,2020-11-22 15:39:39.665794,,,
3971,jxj,tom mb,left,112,2020-11-22 15:39:27.893166,131,2020-11-22 15:39:39.665794,132.0,tom mb,
3972,u5t,tom mb,left,113,2020-11-22 15:39:27.924399,132,2020-11-22 15:39:39.665794,,,
3973,5j4,tom mb,left,114,2020-11-22 15:39:28.141032,132,2020-11-22 15:39:39.665794,133.0,tom mb,
3974,kws,tom mb,right,127,2020-11-22 15:39:29.617303,112,2020-11-22 15:39:39.665794,,,
3975,qf7,tom mb,right,128,2020-11-22 15:39:29.662290,112,2020-11-22 15:39:39.665794,,,
